segmento_id,fecha,hora,tipo_dia,es_fin,precipitacion,entrada_estudiantes,salida_estudiantes,entrada_trabajadores,salida_trabajadores,hora_pico,longitud_km,paradas_cercanas,nivel_congestion,velocidad_kmh,carga_vehicular,construccion_vial
4,2025-11-13,09:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,308,0
5,2025-11-13,09:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,627,0
6,2025-11-13,09:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,391,0
7,2025-11-13,09:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,429,0
8,2025-11-13,09:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,153,0
9,2025-11-13,09:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,265,1
10,2025-11-13,09:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,547,0
1,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,12.755,6,2,34,190,0
2,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,13.073,4,2,34,488,0
3,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,12.969,3,2,34,328,1
4,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,13.055,5,2,34,563,0
5,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,12.614,3,2,34,780,0
6,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,13.621,6,2,34,244,0
7,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,13.167,2,2,34,280,0
8,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,13.335,2,2,34,779,0
9,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,15.138,4,2,34,633,0
10,2025-11-13,10:00,Thursday,0,7.41,0,0,0,0,0,41.974,1,2,34,332,0
1,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,292,0
2,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,604,0
3,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,408,0
4,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,327,0
5,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,508,0
6,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,565,0
7,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,451,0
8,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,573,0
9,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,120,0
10,2025-11-13,11:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,193,0
1,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,449,0
2,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,520,0
3,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,230,0
4,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,305,0
5,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,596,0
6,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,291,0
7,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,378,0
8,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,581,0
9,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,223,0
10,2025-11-13,12:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,570,0
1,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,12.755,6,2,34,520,0
2,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,13.073,4,2,34,752,0
3,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,12.969,3,2,34,489,1
4,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,13.055,5,2,34,152,1
5,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,12.614,3,2,34,585,0
6,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,13.621,6,2,34,409,0
7,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,13.167,2,2,34,622,0
8,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,13.335,2,2,34,195,0
9,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,15.138,4,2,34,387,0
10,2025-11-13,13:00,Thursday,0,7.9,0,0,0,0,0,41.974,1,2,34,136,0
1,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,331,0
2,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,367,0
3,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,339,0
4,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,637,0
5,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,105,0
6,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,102,0
7,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,344,0
8,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,617,0
9,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,566,0
10,2025-11-13,14:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,582,0
1,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,546,0
2,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,465,0
3,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,266,0
4,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,301,0
5,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,405,0
6,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,607,0
7,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,187,0
8,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,617,0
9,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,629,0
10,2025-11-13,15:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,244,0
1,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,12.755,6,4,18,734,0
2,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,13.073,4,4,18,640,0
3,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,12.969,3,4,18,290,0
4,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,13.055,5,4,18,820,0
5,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,12.614,3,4,18,261,0
6,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,13.621,6,4,18,853,0
7,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,13.167,2,4,18,244,0
8,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,13.335,2,4,18,479,0
9,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,15.138,4,4,18,745,0
10,2025-11-13,16:00,Thursday,0,5.49,0,0,0,0,1,41.974,1,4,18,396,0
1,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,12.755,6,5,10,545,0
2,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,13.073,4,5,10,675,1
3,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,12.969,3,5,10,1002,0
4,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,13.055,5,5,10,897,0
5,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,12.614,3,5,10,135,1
6,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,13.621,6,5,10,275,0
7,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,13.167,2,5,10,735,0
8,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,13.335,2,5,10,1127,0
9,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,15.138,4,5,10,955,0
10,2025-11-13,17:00,Thursday,0,0.0,0,1,0,1,1,41.974,1,5,10,750,0
1,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,12.755,6,3,26,739,0
2,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,13.073,4,3,26,336,0
3,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,12.969,3,3,26,294,0
4,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,13.055,5,3,26,125,0
5,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,12.614,3,3,26,110,0
6,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,13.621,6,3,26,623,0
7,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,13.167,2,3,26,613,1
8,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,13.335,2,3,26,644,0
9,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,15.138,4,3,26,476,0
10,2025-11-13,18:00,Thursday,0,0.0,0,0,0,0,1,41.974,1,3,26,560,0
1,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,630,0
2,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,538,0
3,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,382,0
4,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,183,0
5,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,299,0
6,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,176,0
7,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,568,0
8,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,211,0
9,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,483,0
10,2025-11-13,19:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,169,0
1,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,539,0
2,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,534,0
3,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,308,0
4,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,517,0
5,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,335,1
6,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,370,0
7,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,282,0
8,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,169,0
9,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,308,0
10,2025-11-13,20:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,639,0
1,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,12.755,6,2,34,142,0
2,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,13.073,4,2,34,689,0
3,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,12.969,3,2,34,411,0
4,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,13.055,5,2,34,593,0
5,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,12.614,3,2,34,403,0
6,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,13.621,6,2,34,190,0
7,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,13.167,2,2,34,300,0
8,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,13.335,2,2,34,366,0
9,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,15.138,4,2,34,307,0
10,2025-11-13,21:00,Thursday,0,0.03,0,0,0,0,0,41.974,1,2,34,435,0
1,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,250,0
2,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,354,1
3,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,503,0
4,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,222,0
5,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,473,0
6,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,431,0
7,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,127,0
8,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,153,0
9,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,119,0
10,2025-11-13,22:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,302,0
1,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,12.755,6,1,42,397,0
2,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,13.073,4,1,42,521,0
3,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,12.969,3,1,42,153,0
4,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,13.055,5,1,42,559,0
5,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,12.614,3,1,42,263,0
6,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,13.621,6,1,42,291,0
7,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,13.167,2,1,42,495,0
8,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,13.335,2,1,42,371,0
9,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,15.138,4,1,42,626,0
10,2025-11-13,23:00,Thursday,0,0.0,0,0,0,0,0,41.974,1,1,42,423,0
1,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,392,0
2,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,490,0
3,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,416,0
4,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,509,0
5,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,360,0
6,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,214,0
7,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,94,0
8,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,616,0
9,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,500,0
10,2025-11-14,00:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,608,0
1,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,617,0
2,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,401,0
3,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,331,0
4,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,292,1
5,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,248,0
6,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,633,0
7,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,153,0
8,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,200,0
9,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,483,0
10,2025-11-14,01:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,512,0
1,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,327,0
2,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,182,0
3,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,543,0
4,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,218,0
5,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,92,0
6,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,232,1
7,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,178,0
8,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,332,0
9,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,315,0
10,2025-11-14,02:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,509,0
1,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,405,0
2,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,182,0
3,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,353,0
4,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,611,0
5,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,88,0
6,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,382,0
7,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,185,0
8,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,115,0
9,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,279,0
10,2025-11-14,03:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,258,0
1,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,12.755,6,2,34,648,0
2,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,13.073,4,2,34,284,0
3,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,12.969,3,2,34,547,0
4,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,13.055,5,2,34,401,1
5,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,12.614,3,2,34,91,0
6,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,13.621,6,2,34,222,0
7,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,13.167,2,2,34,256,0
8,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,13.335,2,2,34,179,0
9,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,15.138,4,2,34,446,0
10,2025-11-14,04:00,Friday,0,8.22,0,0,0,0,0,41.974,1,2,34,384,0
1,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,137,0
2,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,179,0
3,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,286,0
4,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,566,0
5,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,92,0
6,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,384,0
7,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,133,0
8,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,607,0
9,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,644,0
10,2025-11-14,05:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,109,0
1,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,12.755,6,4,18,730,0
2,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,13.073,4,4,18,283,0
3,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,12.969,3,4,18,983,0
4,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,13.055,5,4,18,530,0
5,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,12.614,3,4,18,919,0
6,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,13.621,6,4,18,352,0
7,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,13.167,2,4,18,666,0
8,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,13.335,2,4,18,906,0
9,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,15.138,4,4,18,222,1
10,2025-11-14,06:00,Friday,0,2.26,0,0,0,0,1,41.974,1,4,18,409,0
1,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,12.755,6,5,10,177,0
2,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,13.073,4,5,10,1017,0
3,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,12.969,3,5,10,512,0
4,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,13.055,5,5,10,822,0
5,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,12.614,3,5,10,1007,1
6,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,13.621,6,5,10,757,0
7,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,13.167,2,5,10,952,0
8,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,13.335,2,5,10,905,0
9,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,15.138,4,5,10,557,0
10,2025-11-14,07:00,Friday,0,8.91,1,0,1,0,1,41.974,1,5,10,1082,0
1,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,12.755,6,3,26,780,0
2,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,13.073,4,3,26,670,0
3,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,12.969,3,3,26,579,0
4,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,13.055,5,3,26,328,0
5,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,12.614,3,3,26,526,1
6,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,13.621,6,3,26,321,0
7,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,13.167,2,3,26,784,0
8,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,13.335,2,3,26,885,0
9,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,15.138,4,3,26,687,0
10,2025-11-14,08:00,Friday,0,0.0,0,0,0,0,1,41.974,1,3,26,376,0
1,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,521,0
2,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,538,0
3,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,436,0
4,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,113,0
5,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,400,0
6,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,193,0
7,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,231,0
8,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,499,0
9,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,529,0
10,2025-11-14,09:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,397,0
1,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,12.755,6,2,34,624,0
2,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,13.073,4,2,34,337,0
3,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,12.969,3,2,34,144,0
4,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,13.055,5,2,34,608,1
5,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,12.614,3,2,34,483,0
6,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,13.621,6,2,34,456,0
7,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,13.167,2,2,34,636,0
8,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,13.335,2,2,34,403,0
9,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,15.138,4,2,34,176,0
10,2025-11-14,10:00,Friday,0,8.61,0,0,0,0,0,41.974,1,2,34,681,0
1,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,119,0
2,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,452,0
3,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,283,0
4,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,521,0
5,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,568,0
6,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,166,0
7,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,425,1
8,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,614,0
9,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,219,0
10,2025-11-14,11:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,456,0
1,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,301,0
2,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,152,0
3,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,591,0
4,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,449,0
5,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,189,0
6,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,492,0
7,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,412,0
8,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,145,0
9,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,533,0
10,2025-11-14,12:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,191,0
1,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,347,0
2,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,583,0
3,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,75,0
4,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,167,0
5,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,353,0
6,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,13.621,6,1,42,349,0
7,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,13.167,2,1,42,166,0
8,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,13.335,2,1,42,104,0
9,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,15.138,4,1,42,262,0
10,2025-11-14,13:00,Friday,0,0.0,0,0,0,0,0,41.974,1,1,42,315,0
1,2025-11-14,14:00,Friday,0,0.0,0,0,0,0,0,12.755,6,1,42,182,0
2,2025-11-14,14:00,Friday,0,0.0,0,0,0,0,0,13.073,4,1,42,614,0
3,2025-11-14,14:00,Friday,0,0.0,0,0,0,0,0,12.969,3,1,42,65,0
4,2025-11-14,14:00,Friday,0,0.0,0,0,0,0,0,13.055,5,1,42,416,0
5,2025-11-14,14:00,Friday,0,0.0,0,0,0,0,0,12.614,3,1,42,331,0
